Customer Id,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,sculpture_shipping_price,price_per_wgt,Area,Transport_Material,City,State,Code,scheduled_year,scheduled_weekofyear,scheduled_month,scheduled_dayofweek,scheduled_weekend,delivery_year,delivery_weekofyear,delivery_month,delivery_dayofweek,delivery_weekend
fffe3500350037003300,0.44,13.0,8.0,8.734238184268579,1,1414,2264,1,1,1,0,0,0,0,635.7,6149,7090,199,1,782,4,5796,1,49,11,0,0,2,49,11,1,0
fffe3700300037003300,0.01,3.0,3.0,3.4657359027997265,3,25,212,0,1,1,2,1,0,0,123.58,2480,5099,3,19,782,4,2649,1,14,3,0,0,2,14,3,0,0
fffe3300330035003400,0.79,44.0,12.0,6.616065185132817,7,210,1072,1,1,0,0,0,0,0,1046.32,1925,4374,873,7,2994,19,7198,0,7,1,0,0,1,6,1,3,0
fffe3100320034003200,0.52,13.0,6.0,7.498478977304574,0,45,1319,0,0,1,1,0,1,0,255.49,341,4300,154,8,940,29,9342,0,2,0,0,0,1,2,0,1,0
fffe3900310039003000,0.67,14.0,6.0,6.744059186311348,3,234,346,0,0,0,2,1,1,0,281.18,4602,1225,162,19,2206,42,7771,0,15,3,4,0,1,15,3,2,0
fffe3800340030003400,0.94,5.0,5.0,4.127134385045092,7,317,1321,0,1,0,2,0,1,0,561.98,2362,7675,34,23,2549,25,3954,3,6,1,1,0,4,6,1,0,0
fffe3600360039003000,0.64,5.0,5.0,5.752572638825633,1,274,577,0,0,0,2,0,1,0,243.11,4168,3277,34,17,3332,2,8589,3,47,10,2,0,4,47,10,0,0
fffe3400300039003100,0.29,30.77777777777778,9.0,7.231287004327616,5,198,494,0,0,1,1,1,0,0,224.14,3721,1394,565,13,2045,6,1371,4,6,1,2,0,5,6,1,2,0
fffe330037003500,0.74,25.0,18.0,13.729429657038404,4,3730,2660,0,1,1,2,0,0,0,87760.07,8920,5730,795,20,5955,14,7125,2,50,11,0,0,3,50,11,0,0
fffe3200330032003900,0.61,14.0,7.0,8.06211758275474,5,826,22,0,1,0,0,0,1,0,317.49,7208,38,184,5,1928,41,32,0,51,11,1,0,1,50,11,6,1
fffe3100300030003200,0.45,24.0,6.0,6.926206396706843,2,696,252,1,0,0,0,0,1,0,230.95,6715,794,305,2,6658,27,7318,3,16,3,0,0,4,16,3,0,0
fffe3500330038003600,0.33,7.444444444444445,3.0,3.970291913552122,3,45,1162,0,1,0,0,1,0,1,175.28,464,7518,28,3,2224,19,4619,0,16,3,4,0,1,17,3,1,0
fffe3400320031003600,0.14,12.0,8.0,7.15679519616486,5,54,1307,0,0,0,2,0,1,0,163.24,380,4609,181,21,4090,12,9327,0,5,1,3,0,1,5,1,0,0
fffe3100370030003300,0.61,11.333333333333334,5.0,5.225746673713202,3,147,224,0,0,1,2,1,1,0,194.91,4227,2095,122,19,5446,42,501,0,0,0,5,1,1,0,0,5,1
fffe3500390033003000,0.64,5.0,5.0,5.978885764901122,5,212,794,0,0,0,2,0,0,0,244.35,2774,4012,34,21,3648,10,6707,4,25,5,6,1,5,26,6,3,0
fffe3200300039003600,0.59,4.0,3.0,4.127134385045092,5,163,1046,0,1,1,2,0,0,0,238.78,1552,7125,5,21,0,1,6094,0,45,10,2,0,1,45,10,2,0
fffe3100390031003300,0.3,19.0,7.777777777777778,10.516996110435857,4,2761,3499,0,1,0,2,0,1,0,783.05,7727,8487,321,20,4698,17,305,1,27,6,5,1,2,27,6,1,0
fffe3100350037003000,0.65,22.0,6.0,9.075322160298095,1,1262,3348,0,1,1,0,0,1,0,1271.89,3577,8907,273,1,364,37,6864,0,50,11,1,0,1,49,11,6,1
fffe350038003900,0.38,26.0,19.0,10.507114906212012,3,1342,3367,0,0,1,2,1,1,0,783.99,4080,8298,839,19,6341,48,8885,2,30,7,6,1,3,30,7,6,1
fffe3700360035003700,0.59,26.0,6.0,11.805498059301422,4,3341,2763,0,1,0,0,0,0,0,3619.57,8534,6795,344,4,2459,19,8078,1,28,6,6,1,2,29,6,3,0
fffe350033003500,0.55,8.0,4.0,7.1204443723924875,5,313,1404,0,0,0,2,0,1,0,300.8,2106,4935,54,21,4969,41,1912,0,28,6,3,0,1,28,6,6,1
fffe3600310034003900,0.6755555555555555,27.0,7.0,12.4481321566573,5,3756,1607,1,0,0,1,0,1,0,11358.47,9229,1823,401,13,3273,8,4448,1,8,2,6,1,2,8,2,4,0
fffe3100380038003500,0.24,19.0,6.0,12.046355669245537,6,3489,2480,0,0,0,0,0,0,1,2122.79,8733,6028,227,6,6354,52,6446,1,49,11,4,0,2,49,11,6,1
fffe370033003200,0.508888888888889,17.0,8.0,5.093750200806762,7,202,452,0,0,0,1,0,1,0,363.89,3895,3585,286,15,5082,13,1120,1,17,4,1,0,2,17,4,0,0
fffe3300300031003600,0.35,25.0,9.0,7.469654172932128,3,87,933,1,0,0,3,1,1,0,234.16,1059,2819,468,27,3270,32,7014,2,22,5,2,0,3,22,5,0,0
fffe3300340035003600,0.39,37.0,28.0,15.441207571914308,4,4741,3816,0,0,0,0,1,0,0,88578.53,9860,7204,1122,4,943,42,6230,1,44,10,2,0,2,44,10,5,1
fffe3500320037003600,0.23,11.0,6.0,7.5969022078863775,5,106,197,0,0,0,2,0,1,0,101.29,3817,380,133,21,5404,44,3906,1,5,1,0,0,2,5,1,3,0
fffe3400330038003900,0.13,49.0,27.0,12.940335377518329,1,4051,2076,0,0,1,2,0,1,0,3316.82,9369,3946,1185,17,7009,9,4535,0,30,6,4,0,1,30,6,1,0
fffe3100390032003900,0.64,18.0,9.11111111111111,10.837618202538614,1,3001,3478,1,0,0,1,0,1,0,1833.53,7984,8319,361,9,6871,53,8885,0,13,3,5,1,1,13,3,5,1
fffe3900380034003500,0.17,13.0,6.0,7.958576903813898,1,513,324,0,1,1,0,0,0,0,243.96,6186,531,154,1,0,0,3952,3,33,7,1,0,4,33,7,1,0
fffe340031003700,0.93,19.0,6.0,11.671133616400915,6,3850,3053,1,0,0,3,0,1,0,3806.62,8972,7315,227,30,2632,34,3602,3,33,7,2,0,4,33,7,0,0
fffe3700380039003400,0.11,10.0,4.0,5.700443573390687,3,54,147,0,0,1,0,1,1,0,113.19,3335,1245,80,3,4894,42,7184,3,40,9,4,0,4,41,9,1,0
fffe3600390033003500,0.36,3.0,3.0,5.0106352940962555,4,134,823,0,1,0,2,0,1,0,197.57,1781,5456,3,20,0,4,5844,2,51,0,6,1,3,0,0,0,0
fffe3200320037003900,0.17,15.0,7.0,8.251142139090751,1,746,334,1,0,0,1,0,1,0,147.74,6711,453,201,9,782,0,2408,3,15,3,4,0,4,16,3,0,0
fffe3100310033003800,0.45,26.0,10.666666666666666,14.071697319351053,5,4086,2078,0,1,0,1,0,0,0,13075.3,9399,3295,566,13,6530,36,3369,3,23,5,2,0,4,23,5,5,1
fffe3600380035003900,0.17,9.0,4.0,5.062595033026967,3,305,693,1,0,0,3,1,0,0,161.12,4039,4843,64,27,5254,26,2170,0,26,5,1,0,1,26,6,2,0
fffe3500360031003000,0.72,25.0,10.0,8.961237781491876,2,1930,3562,0,0,0,2,0,1,1,2071.78,6359,9247,506,18,5299,50,8478,3,24,5,2,0,4,24,5,0,0
fffe3200390032003900,0.21,32.0,13.777777777777779,7.1180162044653335,5,344,904,0,1,1,1,0,0,1,244.42,3765,3082,784,13,782,0,6521,4,18,4,0,0,5,18,4,1,0
fffe3500390036003400,0.38,18.0,7.0,7.477948665847214,1,1275,4315,1,0,1,3,0,0,1,949.26,2005,9971,254,25,4388,9,3826,2,21,5,6,1,3,21,5,4,0
fffe3500310039003100,0.53,7.0,5.0,5.8888779583328805,5,141,486,0,1,1,2,0,0,0,213.72,3079,2610,63,21,2103,13,742,0,7,1,6,1,1,8,1,3,0
fffe3600380034003800,0.8,3.0,2.0,3.091042453358316,3,207,904,0,1,0,0,1,0,0,258.04,2385,8059,0,3,4793,26,6836,2,8,1,0,0,3,8,1,1,0
fffe3800350032003700,0.14,61.0,44.0,11.033663105660356,3,2471,2303,0,0,0,2,1,1,1,882.03,7768,6027,1250,19,1816,13,5201,3,44,10,5,1,4,44,10,1,0
fffe3300340034003300,0.19,24.0,12.0,12.614809063730732,6,3630,1900,0,0,0,1,0,1,0,2555.03,9006,3280,585,14,2047,8,1264,3,44,10,2,0,4,44,10,1,0
fffe3800350034003600,0.99,18.0,8.0,11.328810300623497,4,3348,3321,1,0,1,0,0,1,1,9472.49,8421,7885,305,4,4642,16,684,2,0,0,3,0,3,0,0,5,1
fffe3200330032003000,0.45444444444444454,15.0,6.0,5.298317366548036,7,366,155,0,1,1,2,0,1,0,125.68,5963,1646,171,23,778,12,5703,1,22,5,1,0,2,22,5,3,0
fffe3200390037003300,0.12,54.0,33.0,7.72356247227797,5,257,283,1,1,0,0,0,1,0,157.05,4976,525,1232,5,2062,24,3973,0,42,9,6,1,1,43,9,0,0
fffe3200330035003700,0.47,20.0,6.0,7.938802248154481,2,121,429,0,0,0,2,0,1,0,211.12,3019,790,238,18,1955,17,7553,4,13,3,3,0,5,13,3,3,0
fffe3600360031003900,0.34,23.0,12.0,12.569875128109045,4,2903,3743,0,0,0,2,0,1,0,994.44,7828,8022,563,20,3326,2,8315,3,35,8,1,0,4,35,8,1,0
fffe3200350039003300,0.59,10.222222222222221,4.0,4.77912349311153,1,281,664,0,0,0,1,0,1,0,210.72,3923,5125,82,9,453,28,3555,1,26,6,5,1,2,26,6,5,1
fffe3800360039003600,0.46,21.0,8.0,5.308267697401205,7,58,931,0,1,0,0,0,0,0,247.98,818,5454,370,7,1274,26,7961,3,23,5,2,0,4,23,5,1,0
fffe3700340030003100,0.02,16.0,6.0,7.8551570058813445,1,352,386,1,0,1,2,0,1,1,210.98,5280,715,181,17,2687,33,2221,1,21,5,5,1,2,21,5,3,0
fffe3700360039003400,0.41,15.0,7.0,4.394449154672439,7,91,332,0,1,1,0,0,0,0,198.88,3003,4056,201,7,2378,20,3005,2,22,5,6,1,3,22,5,2,0
fffe3700300035003600,0.02,20.0,6.0,8.312871394342615,1,277,768,0,1,1,0,0,1,1,222.19,3578,1562,238,1,6847,46,8392,3,25,5,1,0,4,24,5,6,1
fffe3600370039003700,0.78,25.0,20.0,10.319661779452645,1,3041,1755,0,0,0,2,0,1,0,1592.32,8542,4080,847,17,1035,25,7962,2,36,8,4,0,3,36,8,6,1
fffe3400390038003200,0.57,31.0,6.0,11.65690458947599,4,2590,4018,1,0,1,1,0,0,0,1533.93,7356,8702,396,12,633,33,897,1,20,4,2,0,2,20,4,5,1
fffe3200310038003200,0.26,21.0,12.0,9.908276069267925,1,2343,1861,0,0,0,1,0,0,0,732.35,7855,4944,510,9,5751,43,1196,4,18,4,0,0,5,18,4,0,0
fffe3800390034003800,0.06,12.0,7.0,10.641918757936217,6,2171,1960,1,1,1,0,0,1,0,662.64,7632,4915,162,6,5034,46,2064,0,9,2,0,0,1,8,1,3,0
fffe3400360036003000,0.53,19.0,8.666666666666666,9.074176947163311,1,1188,2602,0,1,0,0,0,1,1,779.34,4601,7643,364,1,2163,17,7400,0,20,4,0,0,1,19,4,4,0
fffe3800380036003200,0.28,5.0,5.0,7.492203042618741,4,112,558,1,0,1,0,0,1,0,232.22,2364,1442,34,4,0,1,3847,2,38,8,1,0,3,38,8,1,0
fffe3100390039003200,0.32,11.0,6.0,9.682653831508809,4,2151,3970,1,1,0,1,0,0,0,983.41,6642,9376,133,12,5376,44,4054,1,11,2,2,0,2,11,2,2,0
fffe3900390034003100,0.95,20.0,6.0,11.249766885117783,4,3133,3526,0,0,0,2,0,1,1,3266.04,8125,8223,238,20,935,52,7636,0,4,1,6,1,1,4,0,3,0
fffe3900340032003500,0.79,18.0,15.0,13.73817260580611,6,4478,2662,1,0,0,0,0,1,0,147868.28,9634,5729,549,6,1351,47,7468,3,45,10,6,1,4,46,10,1,0
fffe3600330039003000,0.58,5.888888888888889,4.0,3.58351893845611,3,341,152,0,0,1,1,1,1,0,225.18,5859,4504,30,11,2791,19,7237,0,42,9,5,1,1,42,9,1,0
fffe3800330036003900,0.55,12.0,7.0,5.910796644040527,0,267,1447,0,0,0,3,0,1,0,313.62,1643,6269,162,24,4859,11,8910,0,2,0,0,0,1,1,0,3,0
fffe3100350031003000,0.4444444444444444,10.0,4.444444444444445,4.700480365792417,3,302,151,1,0,0,1,1,1,0,131.9,5670,2401,95,11,1625,16,521,1,17,4,4,0,2,17,4,2,0
fffe3400380036003600,0.15,31.0,13.0,10.28127846434394,0,126,1090,0,0,1,2,0,1,0,208.13,1117,1347,744,16,1526,11,7843,4,7,1,3,0,5,6,1,6,1
fffe3600350035003300,0.58,7.0,5.0,4.77912349311153,0,278,1217,0,0,0,2,0,1,0,260.9,2250,6841,63,16,7027,45,9122,1,34,8,3,0,2,34,7,0,0
fffe3500340032003100,0.28,17.0,6.0,8.20631072579402,5,522,1087,1,0,1,3,0,1,0,247.94,4681,2699,194,29,5520,44,8517,2,6,1,2,0,3,6,1,5,1
fffe3700340036003600,0.1,31.0,20.0,15.596689247648142,6,4383,2796,0,1,0,2,0,0,0,31997.49,9525,5264,941,22,3995,19,6439,2,0,0,2,0,3,0,0,0,0
fffe3400310033003000,0.9,28.22222222222222,12.0,6.8001700683022,0,234,422,0,0,0,2,0,1,0,456.91,4339,1468,663,16,986,27,374,1,36,8,5,1,2,37,8,2,0
fffe3900310030003200,0.29,4.0,4.0,4.543294782270004,3,343,422,0,0,0,2,1,1,1,164.72,5110,4331,12,19,3411,31,6469,1,41,9,0,0,2,40,9,4,0
fffe3900310030003900,0.9,28.0,14.0,5.5053315359323625,7,11,485,0,0,1,2,0,1,0,580.17,1265,3118,732,23,5501,34,600,3,15,3,6,1,4,16,3,3,0
fffe310031003600,0.93,32.0,12.444444444444445,6.612041034833092,7,226,127,1,0,0,3,0,1,0,596.34,5265,581,736,31,4434,13,8408,1,43,10,6,1,2,43,10,5,1
fffe3800320032003100,0.17,32.0,10.0,7.085064293952548,0,232,790,1,0,0,0,0,1,0,168.58,3056,2654,633,0,782,1,5261,2,41,9,1,0,3,41,9,0,0
fffe3200320039003500,0.4,22.0,8.0,5.19295685089021,5,227,1095,0,0,0,2,0,1,0,198.19,2039,6116,386,21,113,36,5923,1,10,2,5,1,2,11,2,1,0
fffe3300360030003100,0.5333333333333333,18.0,8.0,8.867990898182093,5,544,2057,1,0,0,3,0,1,0,201.82,1618,6444,305,29,2159,9,4688,2,2,0,2,0,3,2,0,5,1
fffe3200330032003700,0.23,25.333333333333332,11.0,12.03810359696062,6,3206,3599,0,0,1,3,0,1,0,1107.9,8198,8025,569,30,1567,0,4499,3,37,8,4,0,4,38,8,0,0
fffe3700300033003800,0.59,24.0,11.0,5.652489180268651,7,202,1089,0,1,0,0,0,1,0,354.09,1813,5571,535,7,3555,21,3041,2,19,4,5,1,3,19,4,5,1
fffe360033003500,0.17,20.0,8.0,8.567804676251999,7,224,283,0,0,1,2,0,1,0,115.84,4743,269,352,23,0,4,7355,0,42,9,1,0,1,42,9,5,1
fffe3900330031003500,0.18,11.0,7.0,7.398174092970465,1,136,956,0,0,1,2,0,0,1,235.7,1497,2993,152,17,4314,13,5264,4,6,1,3,0,5,6,1,1,0
fffe3800340032003100,0.31,28.0,12.0,9.13873695311649,2,1583,3500,0,0,0,2,0,0,0,651.86,5226,9091,657,18,4772,53,3249,4,20,4,0,0,5,20,4,0,0
fffe3900380030003500,0.39,52.0,26.0,7.475339236566737,7,236,1003,0,1,0,0,0,0,0,356.15,2413,3096,1190,7,1868,42,4122,4,2,0,3,0,5,2,0,1,0
fffe310038003900,0.85,21.444444444444443,11.0,10.01144469404122,5,2584,3986,1,0,0,3,0,1,1,2523.83,7358,9278,481,29,1126,25,1732,3,30,7,5,1,4,30,7,6,1
fffe390037003700,0.5388888888888889,6.0,4.0,6.16541785423142,1,305,351,0,1,0,0,0,0,0,324.78,5080,1697,31,1,6995,52,2053,2,29,6,3,0,3,29,6,2,0
fffe3800360036003300,0.57,41.0,17.0,8.088561805276234,0,1356,1071,1,0,1,0,0,0,0,665.48,7144,2740,989,0,5893,12,6931,4,28,6,6,1,5,28,6,6,1
fffe3200340031003100,0.59,22.0,10.0,9.725197856855544,5,2089,2121,0,1,0,1,0,1,1,1649.38,7435,6172,459,13,3701,9,5319,2,0,0,5,1,3,0,0,5,1
fffe3200320033003900,0.64,6.777777777777778,5.0,3.7376696182833684,5,353,703,0,1,0,2,0,0,0,243.64,4421,6725,61,21,4597,6,4239,2,46,10,1,0,3,46,10,5,1
fffe3700330039003100,0.43,18.0,8.0,11.16227519333528,4,3388,2742,0,0,0,2,0,1,0,1675.19,8570,7008,305,20,3581,49,8654,1,31,7,0,0,2,31,7,4,0
fffe3600300033003600,0.22,31.0,8.0,12.406962407904507,5,3396,2528,0,0,0,1,0,0,0,1539.11,8620,5987,502,13,4100,48,6619,0,16,3,0,0,1,15,3,5,1
fffe3400310035003200,0.56,8.0,4.0,6.272877006546167,2,165,429,0,1,1,0,0,1,0,236.94,3587,1929,54,2,4645,15,6789,0,10,2,0,0,1,9,2,5,1
fffe3300330032003100,0.43,47.0,10.0,14.592942359625036,6,4612,4149,0,1,0,1,0,0,0,37461.26,9684,7851,810,14,3000,28,6589,3,20,4,5,1,4,21,4,1,0
fffe3200300039003200,0.45,38.0,12.666666666666666,14.381036276378142,4,3798,3935,0,0,1,1,1,1,0,4074.36,8800,7669,823,12,1960,33,3172,3,18,4,6,1,4,18,4,3,0
fffe3500390039003500,0.77,23.0,8.0,9.145161645951188,1,1680,1827,0,1,0,1,0,0,0,1063.2,7085,5367,392,9,3587,17,6338,3,51,11,2,0,4,51,11,3,0
fffe3500380033003700,0.47888888888888886,10.0,4.444444444444445,6.639875833826536,5,107,884,1,0,1,0,0,0,0,460.6,1365,3577,95,5,819,47,9156,2,2,0,4,0,3,2,0,5,1
fffe3900350037003700,0.09,26.0,11.0,6.0867747269123065,7,139,315,0,0,0,2,0,1,0,115.44,3731,1620,580,23,3275,13,9361,1,5,1,3,0,2,4,1,6,1
fffe3100340035003500,0.82,29.0,8.0,7.182352111885263,0,262,1091,0,0,1,2,0,1,0,685.84,2430,3799,478,16,619,27,5049,0,20,4,4,0,1,20,4,6,1
fffe3900350038003600,0.17,21.0,8.0,9.00380808646717,1,1105,1487,0,1,1,2,0,0,1,383.55,6405,3475,370,17,2936,20,233,2,34,7,2,0,3,33,7,5,1
fffe3400350038003800,0.34,15.0,9.333333333333334,8.131824785007195,1,1067,1293,1,0,0,1,0,1,0,261.41,6478,3548,294,9,1429,2,2874,1,12,3,5,1,2,13,3,2,0
fffe3200340035003200,0.59,19.0,8.0,9.412546252075513,1,2020,2266,0,1,0,0,0,1,1,1337.01,7255,6760,334,1,4871,22,1399,2,13,3,3,0,3,13,3,0,0
fffe39003400,0.52,32.0,21.0,9.139488631004232,3,1988,3724,1,0,1,3,1,0,0,1876.76,6398,9347,972,27,6408,9,2871,4,1,0,5,1,5,1,0,5,1
fffe3700330032003500,0.44,20.0,7.0,11.626057702411185,4,3628,3584,0,1,1,0,0,0,0,5672.51,8650,8159,294,4,6138,42,4293,0,14,3,3,0,1,14,3,5,1
fffe3900310030003700,0.96,13.0,6.0,9.875653761606692,4,2540,2231,0,0,1,2,0,1,1,1290.57,7862,6412,154,20,1883,6,3119,0,6,1,1,0,1,6,1,2,0
fffe3700340036003500,0.97,34.0,16.0,6.236369590203704,7,303,1459,1,1,0,0,0,1,0,1577.2,1899,5990,884,7,5160,52,5014,2,48,11,6,1,3,49,11,3,0
fffe3400330035003300,0.75,19.0,6.0,11.052285856117408,6,3006,3317,0,0,0,2,0,1,0,2065.65,8027,7981,227,22,0,4,7554,2,46,10,2,0,3,45,10,5,1
fffe3800350036003200,0.38,23.0,10.0,9.657650950674242,1,1085,2755,0,1,0,2,0,1,0,621.83,3566,7663,476,17,0,0,1489,1,1,0,6,1,2,1,0,3,0
fffe3900390032003400,0.15,12.0,8.0,11.01644643491116,6,2840,2749,0,0,0,2,0,1,0,502.55,8009,7084,181,22,898,30,7426,1,19,4,4,0,2,20,4,0,0
fffe3200310033003100,0.42,26.0,9.222222222222221,7.049254841255837,0,264,479,0,0,1,2,0,1,1,264.91,4414,1486,487,16,5992,41,8510,2,21,5,4,0,3,21,4,2,0
fffe320031003700,0.95,25.0,14.0,10.617098906228428,1,2234,4416,1,1,1,0,0,0,0,14362.22,6634,9447,679,1,782,0,5944,1,7,1,0,0,2,7,1,0,0
fffe3300390035003900,0.49,41.0,12.0,10.559296247440706,1,2901,2007,0,0,1,2,0,1,0,1042.8,8305,5194,836,17,3240,18,1922,4,33,7,3,0,5,33,7,2,0
fffe3100370036003600,0.4022222222222222,28.0,8.0,12.485679702624978,5,3898,3483,1,0,0,3,0,1,0,2299.22,8957,7694,465,29,6331,25,6084,0,28,6,6,1,1,28,6,3,0
fffe3300380037003200,0.38,14.0,7.0,10.537866200180416,4,2390,3173,0,0,0,2,0,1,1,1477.63,7366,7951,184,20,1254,18,3145,3,5,1,2,0,4,5,1,2,0
fffe3300390036003300,0.2,30.0,10.0,9.746014693711563,1,790,4299,0,1,1,2,0,0,0,738.06,233,9624,606,17,58,45,2373,2,1,0,6,1,3,1,0,6,1
fffe3300310032003100,0.91,39.0,12.0,6.137727054086234,7,254,656,1,0,0,0,0,1,1,872.62,3716,3149,809,7,6864,46,2256,2,48,11,1,0,3,48,11,4,0
fffe3700390034003800,0.47,15.0,8.0,6.687108607866515,3,215,366,1,0,1,3,1,1,0,244.1,4356,1341,238,27,6960,43,7305,0,34,7,5,1,1,34,7,4,0
fffe3700350037003400,0.39,3.0,2.0,2.3978952727983707,7,117,1046,0,0,0,2,0,1,1,163.68,1120,9414,0,23,2214,30,6023,3,6,1,6,1,4,6,1,3,0
fffe3400370037003900,0.32,20.77777777777778,13.0,6.543911845564792,7,250,383,0,0,0,1,0,1,0,139.82,4615,1508,550,15,3025,3,6574,2,11,2,3,0,3,12,2,0,0
fffe3100380037003600,0.59,34.0,20.0,10.933071254793802,5,2940,1491,1,0,1,2,0,0,0,1719.09,8558,2048,978,21,4202,22,4706,0,25,5,5,1,1,26,6,2,0
fffe3700380038003600,0.4,17.0,6.0,10.760558924750312,4,2404,4048,1,1,1,0,0,1,0,2220.12,7076,9081,194,4,0,4,583,0,50,11,5,1,1,50,11,5,1
fffe320032003800,0.86,18.0,6.0,8.474154324953467,5,138,579,0,0,1,0,0,1,0,478.17,2620,947,208,5,1322,29,5091,0,23,5,0,0,1,22,5,3,0
fffe3200340030003600,0.49,15.0,8.0,5.8289456176102075,0,2,1397,0,1,0,2,0,1,1,262.7,164,6232,238,16,1567,4,2667,0,9,2,5,1,1,9,2,5,1
fffe3100350036003600,0.8,42.0,29.0,9.256937657352966,5,2349,4603,0,0,0,1,0,1,0,9838.09,6803,9872,1165,13,34,39,4877,2,17,4,4,0,3,17,4,0,0
fffe3400330030003700,0.82,28.0,15.0,5.929589143389895,7,388,84,0,1,1,2,0,1,0,660.06,6201,834,764,23,923,9,365,1,51,11,1,0,2,51,11,1,0
fffe3700360036003300,0.46,24.0,11.0,9.702288939972485,1,721,3230,1,0,0,0,0,0,0,915.63,644,8431,535,1,6232,9,4343,1,20,4,5,1,2,21,4,0,0
fffe3200320030003600,0.2566666666666666,7.0,4.0,8.530109416682784,6,1202,1638,0,1,1,0,0,1,0,419.6,6412,4781,42,6,1585,6,2454,2,16,3,3,0,3,16,3,4,0
fffe3200360038003400,0.72,26.0,15.0,13.732407171187413,4,4219,2173,0,1,0,2,0,0,0,16282.86,9484,3994,730,20,4369,23,5095,4,17,4,4,0,5,17,4,2,0
fffe3400310039003500,0.5455555555555556,19.0,6.0,7.482818292517537,5,3364,2491,0,0,1,3,0,1,0,2873.63,8603,8277,227,29,995,52,5217,3,35,8,1,0,4,35,8,1,0
fffe3200350039003800,0.09,34.0,21.0,14.760211471502805,4,4343,4107,0,0,1,2,0,1,1,7005.44,9350,7760,999,20,6396,49,3259,3,46,10,6,1,4,47,10,3,0
fffe3100340034003000,0.4744444444444445,14.0,7.666666666666667,7.600003935605455,2,588,773,0,0,0,1,0,0,0,2606.16,5663,2131,206,10,1830,11,6329,1,40,9,6,1,2,40,9,4,0
fffe3600310036003000,0.04,30.0,9.0,5.910796644040527,7,260,1250,0,1,1,1,0,1,0,170.06,1969,5779,549,15,5764,23,4230,2,46,10,3,0,3,45,10,6,1
fffe330037003000,0.1,17.0,9.0,9.642641957516382,6,2839,1864,0,0,0,3,0,1,0,440.95,8321,5157,337,30,2333,17,2515,2,2,0,0,0,3,2,0,2,0
fffe370034003100,0.56,20.0,10.0,6.51025834052315,0,374,702,0,0,1,1,0,1,0,312.85,4573,2910,422,8,571,42,3431,3,36,8,2,0,4,36,8,4,0
fffe340037003100,0.01,8.0,5.0,7.987524479848767,4,181,1430,1,0,1,0,0,1,0,245.05,999,4155,80,4,5137,50,5108,2,48,11,0,0,3,47,11,5,1
fffe3500330038003200,0.12,9.0,5.0,9.306468399070404,5,625,1582,0,0,0,2,0,1,1,252.69,4049,3843,97,21,5619,13,2630,3,32,7,1,0,4,32,7,5,1
fffe3100340038003900,0.7,26.0,12.0,8.316544717929398,5,1209,1253,1,1,1,0,1,1,0,892.29,6781,3218,621,5,5390,52,178,4,3,0,1,0,5,3,0,1,0
fffe3500330031003900,0.58,23.0,8.555555555555555,9.437635294412868,1,2178,1998,0,1,0,0,0,1,0,1793.5,7607,5918,417,1,4848,29,2365,0,25,5,3,0,1,25,5,5,1
fffe3900330035003900,0.57,33.0,10.0,6.82001636467413,0,343,1048,1,0,1,0,0,1,0,482.86,3375,4026,648,0,1567,0,5289,1,22,5,3,0,2,22,5,3,0
fffe3300300039003600,0.5122222222222222,14.0,7.0,10.905019762719549,6,1643,3994,1,0,0,3,0,1,0,1208.29,4975,8959,184,30,181,42,2508,4,16,3,5,1,5,17,4,2,0
fffe3800380037003700,0.09,25.0,8.0,12.061838467601053,4,3415,2100,1,0,1,3,0,1,0,983.52,8763,4630,422,28,645,15,8500,1,7,1,5,1,2,7,1,5,1
fffe3900380031003300,0.72,17.0,10.0,8.633552992532433,2,1974,2710,0,1,1,0,0,1,0,1739.88,6909,8064,374,2,4037,8,6146,1,24,5,4,0,2,24,5,2,0
fffe350035003400,0.07,21.0,8.0,11.164870405705935,5,2375,4583,1,1,1,1,0,1,0,860.26,6849,9417,370,13,811,38,4076,3,3,0,4,0,4,3,0,4,0
fffe3400330033003600,0.54,15.0,6.0,5.081404364984463,7,308,1180,1,0,1,1,0,1,1,423.0,2624,6447,171,15,193,29,2328,3,18,4,3,0,4,18,4,0,0
fffe3500330036003900,0.33,14.0,7.0,6.824373670043086,5,108,815,0,0,0,1,1,1,1,184.85,1530,3038,184,13,3259,23,2452,1,16,3,1,0,2,16,3,3,0
fffe3300390038003000,0.11,8.0,5.0,6.582025138892826,2,319,513,0,1,1,2,0,0,0,168.1,4732,2003,80,18,7055,50,6679,0,12,2,0,0,1,12,2,2,0
fffe3800380034003500,0.13,25.0,15.0,7.546974117516527,0,423,1428,1,0,0,0,0,1,0,191.46,3048,4595,709,0,6439,19,591,1,3,0,2,0,2,3,0,3,0
fffe3500360031003900,0.6533333333333333,19.0,7.0,7.749322464660356,2,51,230,0,0,1,2,0,1,0,153.31,2831,401,275,18,1567,1,6895,2,39,9,5,1,3,39,9,5,1
fffe3600320031003800,0.39444444444444443,3.0,2.3333333333333335,3.9540050379925566,3,248,957,1,1,1,0,1,0,0,198.11,2666,7113,2,3,286,30,2331,3,11,2,6,1,4,12,2,2,0
