Customer Id,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,City,State,Code,scheduled_year,scheduled_weekofyear,scheduled_month,scheduled_dayofweek,scheduled_weekend,delivery_year,delivery_weekofyear,delivery_month,delivery_dayofweek,delivery_weekend
fffe3100310038003500,0.5066666666666667,23.0,9.666666666666666,2889895.0,Stone,6374.48,89.63,Yes,Yes,No,Airways,No,Working Class,Yes,238350.95,South Carolineville,MA,79819,2015,26,6,0,0,2015,25,6,4,0
fffe3400350030003400,0.24,46.0,20.0,1924.0,NONE,6.25,10.84,Yes,Yes,No,NONE,No,Wealthy,NONE,207.71,Ortegaville,NM,58106,2016,52,12,1,0,2016,52,12,2,0
fffe3200330034003300,0.49,12.0,7.0,31612.0,NONE,25.72,47.35,No,Yes,No,Airways,No,Working Class,Yes,680.85,New Heather,AL,31291,2015,37,9,3,0,2015,37,9,3,0
fffe3700310034003400,0.18,17.0,10.0,768.0,Aluminium,4.3,24.85,Yes,No,Yes,Waterways,No,Working Class,Yes,188.94,Lake Steveborough,NM,37379,2018,37,9,5,1,2018,38,9,2,0
fffe3200310038003600,0.41,7.0,5.0,4647.0,NONE,13.86,15.9,Yes,Yes,No,Airways,No,Wealthy,No,312.91,Carrillochester,AK,97222,2017,4,1,4,0,2017,4,1,3,0
fffe3800340038003800,0.16,29.0,12.0,20525.0,Bronze,31.51,91.05,Yes,No,Yes,Waterways,No,Working Class,No,555.7,North Donmouth,CO,82123,2017,52,1,6,1,2017,1,1,3,0
fffe310033003800,0.42,25.0,11.0,1377.0,Aluminium,5.54,20.12,No,No,No,NONE,No,Working Class,No,247.43,Murrayfurt,MD,87913,2015,31,8,6,1,2015,31,7,4,0
fffe3600360034003900,0.29,18.0,12.0,10983.0,Bronze,19.57,33.11,No,Yes,No,Airways,No,Wealthy,No,419.14,Melindaland,WY,22233,2018,27,7,3,0,2018,27,7,0,0
fffe3300360035003700,0.19,17.0,9.0,58581.0,Marble,18.79,81.03,Yes,No,Yes,Waterways,No,Working Class,No,592.24,Hunterland,WV,00643,2017,5,2,5,1,2017,5,2,3,0
fffe310035003200,0.84,5.0,4.0,38.0,NONE,4.47,11.29,Yes,Yes,No,NONE,No,Working Class,Yes,254.38,DPO,AA,42162,2016,8,2,6,1,2016,9,2,0,0
fffe3900380036003200,0.57,10.0,5.0,314.0,Clay,3.57,21.14,No,No,Yes,Roadways,Yes,Working Class,No,256.55,Mirandaberg,HI,61621,2016,48,12,4,0,2016,48,12,4,0
fffe3700390031003500,0.31,5.0,5.0,29.0,Wood,4.11,16.01,Yes,Yes,Yes,Airways,No,Working Class,No,141.43,Jonesfort,AK,03587,2015,37,9,5,1,2015,38,9,1,0
fffe3400340033003800,0.3666666666666667,47.0,32.0,47544217.0,Stone,230578.77,72.83,No,Yes,Yes,NONE,No,Working Class,Yes,2829193.76,Holmesborough,TN,18612,2015,11,3,1,0,2015,11,3,1,0
fffe380034003900,0.77,6.0,5.0,409.0,Bronze,4.56,21.52,Yes,No,No,Waterways,No,Working Class,No,327.91,North Keith,IL,04562,2017,49,12,3,0,2017,49,12,0,0
fffe3700350037003200,0.72,30.0,8.0,16417.0,Brass,85.12,72.57,No,Yes,No,Roadways,No,Wealthy,No,6457.41,Bowersside,CO,68701,2017,12,3,3,0,2017,12,3,0,0
fffe3500320030003400,0.71,6.0,4.0,1362.0,NONE,5.84,22.09,No,Yes,No,Roadways,Yes,Working Class,No,290.51,New Jessicaburgh,OR,56904,2017,42,10,4,0,2017,42,10,4,0
fffe3200380031003400,0.48,19.0,32.0,36339.0,Clay,17.92,99.19,No,No,No,Roadways,Yes,Working Class,No,1810.51,APO,AA,56053,2017,49,12,5,1,2017,49,12,4,0
fffe3200390035003900,0.41,31.0,15.0,6532.0,Clay,5.56,82.17,Yes,Yes,No,Airways,Yes,Working Class,No,1151.3,Lake Amberborough,TN,04509,2019,25,6,4,0,2019,25,6,1,0
fffe3800390030003800,0.44,34.0,8.0,812.0,Aluminium,3.87,19.54,Yes,Yes,No,Airways,No,Working Class,No,279.66,North Jeffreyland,TX,83130,2017,40,10,5,1,2017,40,10,5,1
fffe3200360038003600,0.69,19.0,7.0,230.0,Wood,6.83,23.71,No,No,No,Waterways,No,Working Class,No,395.6,Kristinfurt,AZ,27946,2018,16,4,4,0,2018,17,4,1,0
fffe3400330038003000,0.31,7.0,5.0,1963.3333333333333,Brass,4.89,22.94,No,No,No,Waterways,No,Working Class,No,190.04,Lake Alexander,IL,11178,2019,1,1,5,1,2019,1,1,6,1
fffe320034003500,0.74,23.333333333333332,14.0,902.0,Wood,6.35,23.74,No,No,Yes,Roadways,No,Working Class,No,728.52,Johnsonview,RI,69102,2017,11,3,6,1,2017,12,3,0,0
fffe3100380030003800,0.86,20.0,12.0,397.0,Wood,5.1,19.91,No,No,No,Waterways,No,Working Class,No,647.1,East Keithmouth,ME,82374,2017,35,8,3,0,2017,34,8,6,1
fffe3700330038003500,0.36,23.0,9.0,495810.0,Stone,434.38,84.02,No,Yes,Yes,Roadways,No,Wealthy,No,4308.09,Joelmouth,MN,17913,2019,21,5,3,0,2019,21,5,3,0
fffe3300330038003300,0.4666666666666666,19.0,8.666666666666666,289823.0,Stone,2449.93,33.5,Yes,No,No,Waterways,No,Working Class,No,6609.54,West Joel,WI,56742,2016,48,11,2,0,2016,48,12,3,0
fffe3200300035003600,0.53,23.0,10.0,15608.0,Brass,45.75,78.35,No,No,Yes,Airways,No,Working Class,No,1153.79,Destinyberg,VA,79104,2018,14,4,3,0,2018,15,4,0,0
fffe3200320033003300,0.5133333333333333,15.0,6.0,2016.0,Bronze,5.15,14.69,No,No,No,NONE,No,Working Class,No,138.51,Garrettmouth,HI,96492,2016,47,11,5,1,2016,47,11,3,0
fffe3500300032003500,0.29,3.0,2.0,13.0,Bronze,5.99,21.75,No,Yes,Yes,Airways,No,Wealthy,No,191.9,Brendaborough,TX,52555,2018,39,9,3,0,2018,39,9,3,0
fffe3800370034003600,0.24,7.0,4.0,3816.0,Stone,11.32,19.28,No,Yes,No,Airways,No,Working Class,No,260.38,Lake Robertside,DE,35762,2019,13,3,4,0,2019,13,3,2,0
fffe3700320039003600,0.33,24.0,16.0,28999.0,Bronze,24.88,70.83,No,No,No,Roadways,No,Working Class,No,685.15,Sotostad,WI,19444,2017,22,5,2,0,2017,22,5,2,0
fffe3100310035003200,0.8,35.0,10.0,822.0,Wood,6.84,24.37,Yes,No,No,Waterways,No,Working Class,Yes,992.49,South Mistyville,ID,97620,2017,31,8,2,0,2017,30,7,5,1
fffe3100380037003800,0.3,5.0,5.0,169.33333333333334,NONE,6.66,12.89,No,Yes,Yes,Airways,No,Working Class,No,545.6,New Katiebury,UT,90403,2015,42,10,4,0,2015,42,10,0,0
fffe3300380039003900,0.49,7.0,5.0,186.0,NONE,4.73,17.08,Yes,Yes,No,Airways,Yes,Wealthy,No,234.98,East Jacquelinechester,MN,06207,2016,16,4,2,0,2016,16,4,2,0
fffe3200380030003600,0.3833333333333333,44.0,26.0,17390.0,Clay,75.27,57.68,No,No,Yes,Roadways,Yes,Working Class,No,6650.68,DPO,AA,20004,2018,41,10,5,1,2018,41,10,2,0
fffe3900300036003400,0.1,16.0,7.0,409.0,Aluminium,3.96,13.25,No,No,Yes,Roadways,No,Working Class,No,117.36,Dawnside,MN,66725,2016,48,11,0,0,2016,48,11,2,0
fffe3500380034003500,0.1,26.0,22.0,12474924.0,Stone,4810.59,96.07,No,No,No,Airways,No,Working Class,No,32203.39,East Albertshire,NY,51381,2017,9,3,5,1,2017,10,3,0,0
fffe3900310030003600,0.56,27.0,13.0,434034.0,Marble,1466.26,68.94,No,No,Yes,Roadways,No,Working Class,No,3631.9,Lake Jasonport,ID,11107,2016,33,8,1,0,2016,33,8,1,0
fffe3900340034003500,0.01,12.0,7.0,1996.0,Bronze,3.19,19.54,No,No,Yes,Roadways,No,Working Class,No,156.19,South Aaron,NC,23611,2017,29,7,1,0,2017,29,7,1,0
fffe330030003200,0.62,13.0,7.666666666666667,3071.0,NONE,3.53,13.54,No,No,No,NONE,No,Working Class,No,219.7,FPO,AP,85233,2018,6,2,2,0,2018,6,2,3,0
fffe3100360036003900,0.45,24.0,11.0,442.0,Wood,6.56,10.11,No,Yes,No,NONE,No,Wealthy,No,229.42,West Jefferystad,ID,94696,2016,22,6,5,1,2016,22,6,2,0
fffe3400370036003400,0.06,9.0,5.0,310.0,NONE,6.74,21.89,No,No,No,Roadways,Yes,Wealthy,No,170.19,Chelseyfurt,SD,19319,2015,27,7,3,0,2015,27,6,1,0
fffe3700390036003700,0.82,15.0,8.0,98.0,Wood,4.02,24.83,Yes,No,No,Waterways,No,Wealthy,No,523.55,Lake Anthonybury,IL,42331,2016,35,9,4,0,2016,35,9,6,1
fffe3900390035003200,0.82,16.0,6.0,440.0,Aluminium,6.93,20.35,No,Yes,Yes,Airways,No,Working Class,No,618.26,Robinsonfort,NH,37349,2017,15,4,1,0,2017,15,4,1,0
fffe3800370030003100,0.06,12.0,6.0,656.0,Clay,3.67,17.22,No,No,Yes,Roadways,Yes,Working Class,No,144.45,Jessicamouth,KY,96925,2016,50,12,6,1,2016,50,12,6,1
fffe3600340034003500,0.6933333333333334,39.0,18.0,4143181.0,Marble,42748.31,47.63,Yes,No,No,NONE,Yes,Working Class,No,335550.72,Lake Lydialand,PA,51731,2018,18,5,5,1,2018,19,5,1,0
fffe3900370037003900,0.6,22.0,11.0,2999.0,Clay,7.66,19.49,No,No,Yes,Roadways,Yes,Working Class,Yes,599.03,Vasquezton,WA,30375,2018,47,11,4,0,2018,47,11,2,0
fffe3700330039003500,0.62,34.0,13.0,1977.0,Aluminium,13.06,23.72,Yes,No,Yes,Airways,No,Working Class,No,534.16,Rhodesstad,NC,22329,2015,36,9,2,0,2015,36,9,6,1
fffe3200350039003600,0.39,25.0,14.0,492.0,Wood,5.72,22.45,No,No,Yes,NONE,No,Working Class,NONE,258.98,Sonyashire,SC,46996,2015,43,10,6,1,2015,44,10,3,0
fffe3800320033003300,0.67,21.0,6.0,3781.0,Brass,16.14,18.72,No,Yes,No,Roadways,No,Wealthy,No,457.84,Michaelville,AL,79154,2018,48,11,1,0,2018,48,11,1,0
fffe3900360039003100,0.56,40.0,18.0,10740646.0,Stone,6544.28,90.61,No,No,No,Roadways,No,Working Class,No,85189.9,FPO,AE,08040,2017,48,11,1,0,2017,48,11,0,0
fffe390031003700,0.4533333333333333,42.0,21.0,2618.0,NONE,6.82,24.65,Yes,No,No,Waterways,No,Working Class,No,148.52,Gregorychester,MI,31571,2015,16,4,2,0,2015,16,4,6,1
fffe3400380036003900,0.83,36.0,9.0,2330.0,NONE,10.74,21.99,No,No,Yes,NONE,Yes,Wealthy,NONE,945.22,APO,AA,60208,2017,5,2,2,0,2017,5,2,6,1
fffe3500330034003200,0.28,31.666666666666668,9.0,7489.666666666667,Wood,3.7,11.46,No,Yes,No,Roadways,No,Working Class,NONE,136.16,North April,SC,60462,2017,8,2,1,0,2017,7,2,5,1
fffe3500390036003800,0.01,18.0,10.0,8441.0,Brass,13.99,86.97,Yes,No,Yes,Waterways,No,Working Class,No,438.28,Gardnerchester,RI,43488,2018,27,7,0,0,2018,26,6,5,1
fffe3100300038003700,0.5,9.0,4.0,1561.3333333333333,Aluminium,5.71,15.01,No,No,No,Roadways,No,Working Class,No,171.26,Fergusonmouth,AK,66070,2018,5,2,6,1,2018,6,2,0,0
fffe3900380032003400,0.83,34.0,10.0,838953.0,Marble,2272.88,49.91,No,Yes,No,Roadways,No,Wealthy,No,19061.24,Lake Gary,NH,92482,2016,11,3,4,0,2016,11,3,0,0
fffe3500300033003600,0.37,28.0,9.0,615929.0,NONE,3796.01,49.03,Yes,Yes,Yes,Airways,No,Working Class,NONE,19250.92,New Anthonymouth,KY,72959,2019,31,8,4,0,2019,31,7,2,0
fffe320037003700,0.8,9.0,4.0,785.0,NONE,3.67,24.03,No,No,No,NONE,No,Working Class,NONE,315.07,Kimberlyhaven,MD,35177,2018,7,2,5,1,2018,8,2,1,0
fffe3400370035003000,0.63,29.0,8.0,2002.0,Clay,12.36,23.37,Yes,No,No,NONE,Yes,Working Class,No,413.63,Pennyshire,CA,72122,2018,6,2,5,1,2018,7,2,1,0
fffe3800300036003300,0.49,26.0,8.0,4796.0,Bronze,20.9,19.02,No,No,No,Roadways,No,Working Class,No,285.32,Port Latashatown,GA,09784,2017,16,4,6,1,2017,17,4,2,0
fffe3300320032003600,0.91,34.0,11.0,2261.0,Clay,8.31,20.13,No,No,Yes,Roadways,Yes,Working Class,Yes,2285.93,South Gloria,WV,03145,2015,49,12,4,0,2015,49,12,6,1
fffe3400310034003100,1.0,42.0,22.0,76361.0,NONE,812.34,90.88,Yes,No,Yes,Waterways,No,Working Class,No,201088.04,Tanyatown,UT,57475,2015,8,2,6,1,2015,8,2,6,1
fffe3500360037003500,0.57,34.0,11.333333333333334,2993.0,Aluminium,11.6,24.82,No,No,Yes,Roadways,No,Working Class,No,496.25,Port Michaelland,NH,93762,2019,32,8,2,0,2019,32,8,5,1
fffe3800370030003300,0.77,16.0,6.0,1833.0,Bronze,12.63,18.56,No,Yes,No,Roadways,No,Wealthy,No,437.75,East Kevin,IL,15890,2016,44,11,2,0,2016,44,11,2,0
fffe340031003200,0.53,9.0,4.0,4036.0,NONE,10.56,14.63,No,Yes,No,Airways,No,Working Class,NONE,267.56,Codyland,NC,09118,2017,17,4,3,0,2017,17,4,3,0
fffe3600380030003400,0.84,15.0,6.0,361.0,Aluminium,6.61,17.16,No,No,No,Roadways,No,Working Class,No,513.68,FPO,AE,49358,2017,39,9,4,0,2017,39,9,2,0
fffe3900390035003700,0.07,22.0,10.0,608417.0,Stone,1928.03,48.86,No,No,No,Waterways,No,Working Class,Yes,1603.12,Johnsonstad,GA,16182,2015,37,9,2,0,2015,37,9,3,0
fffe3800320032003000,0.35,12.0,6.0,84.0,Wood,5.82,12.07,Yes,Yes,Yes,Airways,No,Working Class,No,182.42,Jacobfort,NV,42399,2016,21,5,4,0,2016,21,5,0,0
fffe3600380036003300,0.37,17.0,11.0,1737.0,Clay,3.15,16.4,No,Yes,Yes,Airways,Yes,Wealthy,No,289.07,Ambermouth,RI,70977,2015,6,2,0,0,2015,6,2,2,0
fffe3300380031003700,0.39666666666666667,29.0,7.0,303.0,NONE,4.54,11.04,No,No,No,NONE,No,Working Class,No,175.46,Elizabethfurt,KS,86997,2016,46,11,5,1,2016,46,11,2,0
fffe3700370030003500,0.55,8.0,5.0,65.0,Wood,6.6,14.63,No,Yes,Yes,Airways,No,Working Class,No,202.39,East Annland,NC,01758,2018,26,6,4,0,2018,27,7,1,0
fffe3200310035003000,0.26,20.0,12.666666666666666,3961.0,Bronze,15.49,23.21,No,No,Yes,Waterways,No,Working Class,No,212.9,APO,AE,76937,2015,32,8,4,0,2015,33,8,1,0
fffe360031003400,0.05,11.666666666666666,7.0,565.0,Aluminium,6.67,18.66,No,No,Yes,Roadways,No,Wealthy,NONE,158.24,Courtneyview,OK,25420,2017,18,5,1,0,2017,18,5,1,0
fffe3300340035003700,0.55,5.0,4.333333333333333,10.0,Wood,3.44,24.81,No,Yes,No,NONE,No,Working Class,No,201.68,East Nathan,UT,47518,2018,49,12,4,0,2018,49,12,2,0
fffe3300310031003700,0.5566666666666666,18.0,7.0,355.0,Aluminium,6.54,22.78,No,No,No,Roadways,No,Working Class,No,163.13,West David,FL,73858,2016,31,8,1,0,2016,31,8,1,0
fffe3200310039003800,0.71,28.0,10.333333333333334,583413.0,NONE,4950.36,76.89,Yes,No,No,NONE,No,Working Class,No,34229.91,Henryhaven,GA,90819,2016,17,4,3,0,2016,17,4,3,0
fffe3600340032003900,0.13,23.0,13.0,1648.0,Aluminium,3.44,19.28,No,No,No,Roadways,No,Wealthy,No,158.12,Tonyamouth,ND,90370,2016,33,8,1,0,2016,33,8,1,0
fffe3400350034003800,0.22,24.0,20.0,3300030.0,NONE,4014.89,30.4,No,No,No,Roadways,No,Wealthy,Yes,15319.75,Lake Jacobfort,NH,11306,2016,17,4,5,1,2016,17,4,4,0
fffe3700360031003700,0.16,24.0,11.0,3525.0,Clay,8.35,17.76,No,No,No,Waterways,Yes,Working Class,Yes,168.86,East Cassandraland,MD,16408,2015,43,10,1,0,2015,43,10,5,1
fffe3800360034003800,0.2,28.0,6.0,1347.0,Clay,3.24,10.22,Yes,Yes,No,Airways,Yes,Working Class,No,196.71,East Joshuachester,NV,72825,2015,12,3,2,0,2015,11,3,5,1
fffe3800360037003600,0.57,32.0,15.0,8542.0,Clay,28.16,88.68,Yes,No,No,Waterways,Yes,Wealthy,No,1604.67,DPO,AE,22744,2015,53,12,2,0,2015,53,12,2,0
fffe3300300032003000,0.2,38.0,8.0,2261.6666666666665,Wood,6.35,22.16,Yes,No,Yes,Waterways,No,Working Class,No,182.85,Brianaborough,IL,64493,2017,9,3,4,0,2017,10,3,1,0
fffe3300380034003800,0.92,13.0,6.0,130.0,Wood,3.58,23.68,Yes,No,No,Waterways,No,Working Class,NONE,534.12,Michaelside,TX,29021,2016,30,7,1,0,2016,30,7,0,0
fffe3400330032003000,0.01,9.0,5.0,54.0,Wood,3.75,24.44,Yes,No,Yes,Airways,No,Working Class,No,133.76,Larsenborough,IA,21491,2019,13,3,0,0,2019,13,3,4,0
fffe3400350032003800,0.3466666666666667,13.0,6.0,569.0,Clay,3.37,17.46,No,No,Yes,Waterways,Yes,Working Class,No,141.02,Lake Lisastad,NM,36517,2015,40,9,1,0,2015,40,9,1,0
fffe3400390032003000,0.4166666666666667,5.0,3.0,17.0,Wood,4.02,11.33,Yes,No,No,Waterways,No,Working Class,No,103.88,Theresaside,NC,05090,2017,28,7,1,0,2017,28,7,0,0
fffe3300330033003100,0.54,38.0,13.0,693700.0,Bronze,45.95,38.07,No,Yes,No,Roadways,No,Wealthy,No,961.87,Maryport,NC,57252,2017,29,7,6,1,2017,30,7,1,0
fffe3300320037003800,0.29,28.0,11.0,16315.0,Bronze,18.13,53.75,No,No,Yes,Airways,No,Working Class,NONE,575.54,New Johnville,IA,05358,2017,50,12,2,0,2017,50,12,3,0
fffe3600370037003400,0.71,47.0,13.0,1030.0,Wood,3.34,24.92,No,No,Yes,Roadways,No,Working Class,No,731.9,New Angela,ND,13956,2016,37,9,2,0,2016,37,9,4,0
fffe3500380039003400,0.25,16.0,6.0,275.0,Aluminium,6.6,23.27,No,No,Yes,Airways,No,Wealthy,No,219.92,South Heather,NH,96353,2018,48,11,3,0,2018,48,11,3,0
fffe3600360037003700,0.21,28.0,20.0,1026.0,Wood,4.92,16.36,Yes,Yes,No,Airways,No,Working Class,No,168.7,FPO,AE,93762,2017,50,12,1,0,2017,50,12,3,0
fffe3500350032003600,0.21333333333333335,9.0,4.0,2952.0,Marble,15.32,14.43,No,No,No,Roadways,No,Wealthy,No,222.91,New Becky,MA,91491,2016,31,8,3,0,2016,31,8,6,1
fffe3400360039003500,0.1,19.0,6.0,146.0,NONE,6.27,10.87,Yes,Yes,No,NONE,No,Wealthy,No,129.93,Brookstown,WI,08921,2019,22,5,1,0,2019,22,5,2,0
fffe3200390034003200,0.72,20.0,13.0,25485.0,Brass,143.73,79.18,Yes,Yes,No,Airways,No,Wealthy,NONE,2261.35,Armstrongborough,KY,36722,2017,16,4,1,0,2017,16,4,5,1
fffe3400390036003400,0.38666666666666666,15.0,6.666666666666667,136.0,Wood,5.64,19.84,Yes,No,No,Waterways,No,Working Class,No,550.26,North Rayburgh,TN,09993,2018,43,10,1,0,2018,42,10,6,1
fffe3400380031003400,0.55,35.0,8.0,207581.0,Marble,188.01,63.08,Yes,No,Yes,Airways,No,Working Class,No,1865.02,APO,AA,45500,2016,48,11,0,0,2016,47,11,6,1
fffe310032003800,0.39,34.0,13.0,1105.0,Wood,5.96,18.12,No,No,No,NONE,No,Wealthy,No,240.23,Jacksonton,WA,20537,2015,27,7,5,1,2015,27,7,5,1
fffe3300360036003800,0.3466666666666667,18.0,11.0,1208.0,NONE,6.06,23.75,Yes,No,No,Waterways,No,Working Class,No,388.44,East Maryfort,UT,71251,2018,38,9,4,0,2018,38,9,2,0
fffe3400370031003200,0.38,24.0,6.0,2647183.3333333335,NONE,19.42,98.93,Yes,No,No,Waterways,No,Working Class,Yes,845.48,Cynthiachester,MD,87120,2015,5,1,4,0,2015,5,1,1,0
fffe3900390039003900,0.63,20.0,12.0,417.0,Wood,4.91,20.8,No,Yes,Yes,Roadways,No,Wealthy,No,462.85,Bradshawtown,IL,69958,2018,42,10,3,0,2018,42,10,1,0
fffe3800360033003400,0.41,18.0,6.0,137.0,Wood,5.38,11.32,Yes,No,No,Waterways,No,Working Class,No,160.99,Gomezborough,MA,10595,2017,35,9,4,0,2017,35,8,1,0
fffe3800300039003000,0.55,15.0,6.0,4556.0,Brass,6.65,21.17,Yes,No,Yes,Waterways,No,Working Class,No,406.02,DPO,AA,20911,2018,25,6,6,1,2018,25,6,3,0
fffe370039003700,0.09,12.0,7.0,439.0,Aluminium,5.61,15.71,Yes,Yes,Yes,Airways,No,Wealthy,No,169.7,West Georgeshire,CO,82130,2019,28,7,0,0,2019,28,7,0,0
fffe320035003900,0.85,30.0,8.0,210920.0,Marble,1983.56,30.66,Yes,No,No,NONE,No,Wealthy,No,3517.12,Port Kristenfurt,AK,38419,2016,47,11,6,1,2016,47,11,2,0
fffe3600330037003700,0.5266666666666667,17.0,6.0,1921.0,Brass,4.16,14.96,No,No,No,Roadways,No,Wealthy,NONE,162.59,Thomasburgh,NJ,31180,2017,35,8,0,0,2017,35,8,0,0
fffe3500390038003500,0.79,17.0,6.0,162.0,Wood,3.37,16.76,No,No,No,Waterways,No,Working Class,No,294.4,East Robert,LA,40984,2016,42,10,4,0,2016,42,10,6,1
fffe3100340032003900,0.02,22.333333333333332,24.0,28901.0,Clay,58.53,79.72,No,No,No,Roadways,Yes,Wealthy,No,548.05,Garrettburgh,NM,65595,2017,14,4,6,1,2017,15,4,1,0
fffe3600350033003900,0.12,10.0,5.0,339.0,Clay,3.51,18.02,Yes,Yes,Yes,Airways,Yes,Working Class,No,181.39,East Edwardside,GA,12140,2018,20,5,2,0,2018,20,5,0,0
fffe3700390035003900,0.22,6.0,4.0,100.0,Clay,4.29,10.65,No,No,No,Airways,Yes,Working Class,No,115.22,South Maria,MT,86636,2019,15,4,3,0,2019,15,4,3,0
fffe3900350033003000,0.6,19.0,6.0,65232.0,Marble,115.45,73.48,Yes,Yes,Yes,Airways,No,Wealthy,No,1901.14,Barneshaven,MA,80260,2015,9,2,3,0,2015,9,2,1,0
fffe320030003000,0.5933333333333334,41.0,18.0,37554.0,Brass,194.61,75.62,No,No,Yes,Waterways,No,Working Class,No,2097.19,Port Patriciastad,TX,80060,2016,27,7,1,0,2016,27,7,3,0
fffe3100300036003700,0.44,33.0,10.0,18473.0,Bronze,25.17,56.8,No,No,No,Roadways,No,Working Class,No,634.67,Harrisview,NM,61020,2019,28,7,1,0,2019,28,7,4,0
fffe3200310031003100,0.75,29.0,13.0,1068371.0,Marble,3172.3,51.02,No,No,Yes,Roadways,No,Working Class,NONE,23329.21,FPO,AP,17110,2017,7,2,6,1,2017,7,2,3,0
fffe3900390038003000,0.54,39.0,25.0,5872689.0,Marble,24475.27,28.09,Yes,Yes,No,Airways,Yes,Wealthy,No,252450.21,Tanyaview,OH,17241,2015,20,5,6,1,2015,21,5,2,0
fffe3900380037003600,0.11,5.0,4.0,173.0,Bronze,6.38,16.87,No,No,Yes,Airways,No,Working Class,No,155.55,South Michaelchester,MT,61860,2015,34,8,1,0,2015,34,8,0,0
fffe3300310039003900,0.55,18.0,10.0,646.0,Aluminium,6.64,11.5,No,No,No,Roadways,No,Working Class,No,217.73,East Jorge,SD,54452,2015,40,10,3,0,2015,40,10,4,0
fffe3900360036003700,0.46,26.0,8.0,10899.0,Brass,47.99,31.39,Yes,No,No,Airways,No,Working Class,No,647.12,Morrisstad,ID,68888,2019,20,5,6,1,2019,20,5,5,1
fffe3700300032003900,0.58,26.0,6.0,87529.0,Marble,229.97,25.57,No,No,No,Roadways,No,Working Class,No,1062.0,New Tracy,AZ,89385,2015,28,7,1,0,2015,28,7,0,0
fffe3900360031003800,0.7,32.0,22.0,105447.0,Brass,108.71,83.23,No,No,No,Roadways,No,Working Class,No,2590.35,Millsbury,ID,12844,2016,10,3,3,0,2016,10,3,6,1
fffe3700370036003300,0.8,30.0,7.0,12379.0,Bronze,42.41,68.2,No,No,Yes,Roadways,No,Working Class,No,2164.53,Jessicaview,ND,02807,2019,7,2,5,1,2019,7,2,5,1
fffe3800360035003800,0.95,10.0,4.0,105.0,Clay,4.48,12.45,No,No,No,Airways,Yes,Working Class,No,272.77,Pittsville,AR,21618,2019,27,7,3,0,2019,27,7,6,1
fffe3800310039003400,0.7,21.0,8.0,7286.0,Bronze,45.97,84.35,Yes,No,No,Waterways,No,Working Class,No,1415.76,Nicolehaven,RI,88736,2019,15,4,0,0,2019,15,4,4,0
fffe3800390034003500,0.18,23.0,10.0,14363.0,Brass,8.16,83.97,No,No,No,Roadways,No,Wealthy,Yes,531.42,West Edwardshire,ID,51458,2018,16,4,6,1,2018,17,4,2,0
fffe3300340037003500,0.22,17.0,16.0,1877.3333333333333,Brass,27.47,57.77,Yes,No,No,NONE,No,Working Class,No,475.44,Valerieside,VA,47528,2016,32,8,3,0,2016,32,8,3,0
fffe3600380038003800,0.24,3.0,3.0,14.0,Aluminium,4.93,15.72,No,No,Yes,Airways,No,Working Class,Yes,131.01,Caintown,ND,13892,2019,8,2,6,1,2019,9,2,0,0
fffe3300340036003000,0.3666666666666667,14.0,6.0,2297.0,Bronze,6.63,24.51,No,Yes,Yes,NONE,No,Wealthy,No,384.33,East Shawn,AL,37636,2016,15,4,4,0,2016,15,4,5,1
fffe3200330039003300,0.76,10.0,6.0,124.0,Clay,6.86,14.31,No,Yes,No,NONE,Yes,Working Class,No,371.36,Chambersside,OR,12230,2015,19,5,2,0,2015,19,5,0,0
fffe3400360030003400,0.32,32.0,20.0,52189.0,Brass,110.41,57.3,No,No,No,NONE,No,Working Class,No,904.88,Aliciabury,MA,90130,2017,6,2,3,0,2017,6,2,0,0
fffe3500360032003800,0.18,10.0,4.0,184.0,NONE,4.38,14.27,No,No,No,Roadways,No,Wealthy,No,151.16,Lake Richard,MN,75316,2015,1,1,4,0,2015,1,1,4,0
fffe3300320033003200,0.54,28.0,10.0,12288.0,Bronze,55.37,44.1,No,Yes,No,Roadways,No,Working Class,NONE,948.47,West Jamesshire,AL,94136,2018,41,10,4,0,2018,41,10,6,1
fffe3200360036003000,0.41,21.0,13.0,1064738.0,Stone,2911.42,46.58,No,No,Yes,NONE,No,Working Class,Yes,10373.2,Martinview,ID,96647,2016,48,12,6,1,2016,49,12,0,0
fffe3500340039003000,0.73,7.0,4.0,67.0,Aluminium,3.75,10.27,No,Yes,Yes,Airways,No,Wealthy,No,195.25,Lucasview,MO,00732,2016,22,6,3,0,2016,22,6,3,0
fffe3500360032003400,0.41,6.0,4.0,1362.0,Aluminium,3.61,21.38,No,No,No,Roadways,No,Working Class,No,160.62,Jennybury,NJ,32958,2015,47,11,0,0,2015,47,11,2,0
fffe3300380036003700,0.44333333333333336,16.0,6.0,193.0,Wood,5.43,12.69,No,Yes,Yes,Roadways,No,Wealthy,No,217.62,Hebertton,NH,06427,2018,32,8,1,0,2018,31,8,6,1
fffe3900320031003600,0.52,10.0,4.0,333.0,Brass,4.53,11.29,Yes,No,No,Waterways,No,Working Class,No,188.56,Amyfort,SC,67630,2016,17,4,2,0,2016,17,4,0,0
